Quote|Character|Nation|Bending|Episode|Book
Listen! Until your fathers return from the War, they're counting on you to be the men of this tribe, and that means no potty breaks!|Sokka|Water|None|The Boy in the Iceberg|Water
Aang, I'll help you catch a penguin if you teach me waterbending.|Katara|Water|Water|The Boy in the Iceberg|Water
If you want to be a bender, you have to let go of fear.|Aang|Air|All|The Boy in the Iceberg|Water
The last airbender! Quite agile for his old age.|Zuko|Fire|Fire|The Boy in the Iceberg|Water
We've got a few options. First; round nuts. And some kind of oval shaped nuts? And some rock-shaped nuts, that might just be rocks.|Sokka|Water|None|Imprisoned|Water
Shouldn't we run away from huge booms? Not toward them?|Sokka|Water|None|Imprisoned|Water
Which means no nuts for dinner!|Katara|Water|Water|Imprisoned|Water
Hey! I worked hard to get those nuts! Yeah, I hate 'em too.|Sokka|Water|None|Imprisoned|Water
Great hat! I'll trade you some nuts for it.|Aang|Air|All|Imprisoned|Water
They're crazy, Mom! I mean, look at how they're dressed.|Haru|Earth|Earth|Imprisoned|Water
Fire Nation! Act natural!|Sokka|Water|None|Imprisoned|Water
They're thugs. They steal from us. And everyone here's too much of a coward to do anything about it.|Haru|Earth|Earth|Imprisoned|Water
How can you say that? Haru has a gift! Asking him not to earthbend is like asking me not to waterbend. It's a part of who we are.|Katara|Water|Water|Imprisoned|Water
I understand that Haru can help you fight back. What can the Fire Nation do to you that they haven't done already?|Katara|Water|Water|Imprisoned|Water
My father was very courageous. When the Fire Nation invaded, he and the other earthbenders were outnumbered ten to one. But they fought back anyway.|Haru|Earth|Earth|Imprisoned|Water
Yeah. Problem is ... the only way I can feel close to my father now is when I practice my bending. He taught me everything I know.|Haru|Earth|Earth|Imprisoned|Water
I lost my mother in a Fire Nation raid. This necklace is all I have left of her.|Katara|Water|Water|Imprisoned|Water
Absolutely not! This village is crawling with Fire Nation troops. If they discover you're here, Aang, we'll be eating fireballs for breakfast. Goodnight.|Sokka|Water|None|Imprisoned|Water
I'd rather eat fireballs than nuts.|Katara|Water|Water|Imprisoned|Water
Because they're going to arrest me for earthbending.|Katara|Water|Water|Imprisoned|Water
I thought you were crazy at first, Katara, but this might work. There are ventilation shafts throughout these mines. All Aang has to do is send an air current from that vent to this one right here. The boulder levitates and ta-da! Fake earthbending.|Sokka|Water|None|Imprisoned|Water
Get out of my way, pipsqueak!|Sokka|Water|None|Imprisoned|Water
A giant-eared cretin! Look at those things! Do herds of animals use them for shade?!|Katara|Water|Water|Imprisoned|Water
I will not back off! I bet elephants get together and make fun of how large your ears are!|Katara|Water|Water|Imprisoned|Water
That lemur! He's earthbending!|Guard|Fire|Fire|Imprisoned|Water
Momo, you have some big ears!|Sokka|Water|None|Imprisoned|Water
She'll be fine, Aang. Katara knows what she's doing.|Sokka|Water|None|Imprisoned|Water
You've got guts, Katara. I'll give you that.|Haru|Earth|Earth|Imprisoned|Water
I'll talk to the guards. In the meantime, make sure the elderly are taken care of. The rest of us will simply have to hope for warmer weather.|Tyro|Earth|Earth|Imprisoned|Water
Katara, I admire your courage. And I envy your youth. But people's lives are at stake here. The warden is a ruthless man, and he won't stand for any rebellion. I'm sorry, but we're powerless.|Tyro|Earth|Earth|Imprisoned|Water
Earthbenders! You don't know me, but I know of you. Every child in my Water Tribe village was rocked to sleep with stories of the brave Earth Kingdom, and the courageous earthbenders who guard its borders.|Katara|Water|Water|Imprisoned|Water
Yes, they have taken away your ability to bend. But they can't take away your courage. And it is your courage they should truly fear!|Katara|Water|Water|Imprisoned|Water
It is the strength of your hearts that make you who you are. Hearts that will remain unbroken when all rock and stone has eroded away.|Katara|Water|Water|Imprisoned|Water
I'm not leaving. I'm not giving up on these people.|Katara|Water|Water|Imprisoned|Water
Well, sir, it looked like a flying bison.|Captain|Fire|Fire|Imprisoned|Water
It was a giant flying buffalo, sir. With an empty saddle.|Guard|Fire|Fire|Imprisoned|Water
Then wake up someone I haven't thrown overboard and search the rig! There's something going on here and I don't like it.|Warden|Fire|Fire|Imprisoned|Water
wish I knew how to make a hurricane!|Aang|Air|All|Imprisoned|Water
Foolish girl. You thought a few inspirational words and some coal would change these people? Look at these blank, hopeless faces. Their spirits were broken a long time ago.|Warden|Fire|Fire|Imprisoned|Water
No, please! I can't swim!|Warden|Fire|Fire|Imprisoned|Water
Don't worry. I hear cowards float.|Tyro|Earth|Earth|Imprisoned|Water
The Fire Nation will regret the day they set foot on our land!|Tyro|Earth|Earth|Imprisoned|Water
He is clearly a master of evasive maneuvering.|Zuko|Fire|Fire|The Warriors of Kyoshi|Water
You have no idea where you're going, do you?|Sokka|Water|None|The Warriors of Kyoshi|Water
Simple. Girls are better at fixing pants than guys and guys are better at hunting and fighting and stuff like that. It's just the natural order of things.|Sokka|Water|None|The Warriors of Kyoshi|Water
Where we're going, you won't need any pants.|Aang|Air|All|The Warriors of Kyoshi|Water
Elephant koi, and I'm gonna ride it.|Aang|Air|All|The Warriors of Kyoshi|Water
Wait a second, there's no way that a bunch of girls took us down.|Sokka|Water|None|The Warriors of Kyoshi|Water
A bunch of girls, huh? The Unagi's gonna eat well tonight.|Suki|Earth|None|The Warriors of Kyoshi|Water
No, don't hurt him! He didn't mean it. My brother is just an idiot sometimes.|Katara|Water|Water|The Warriors of Kyoshi|Water
He's just upset because a bunch of girls kicked his butt yesterday.|Katara|Water|Water|The Warriors of Kyoshi|Water
I'm not scared of any girls.|Sokka|Water|None|The Warriors of Kyoshi|Water
Come on, you know me better than that. I'm just a simple monk.|Aang|Air|All|The Warriors of Kyoshi|Water
I can't believe I got beat up by a bunch of girls.|Sokka|Water|None|The Warriors of Kyoshi|Water
Sorry ladies, didn't mean to interrupt your dance lesson.|Sokka|Water|None|The Warriors of Kyoshi|Water
I mean, normally I'd hold a grudge, but seeing as you guys are a bunch of girls, I'll make an exception.|Sokka|Water|None|The Warriors of Kyoshi|Water
A big strong man like you? We wouldn't stand a chance.|Suki|Earth|None|The Warriors of Kyoshi|Water
Watching you show off for a bunch of girls does not sound like fun|Katara|Water|Water|The Warriors of Kyoshi|Water
The silk threads symbolize the brave blood that flows through our veins. The gold insignia represents the honor of the warrior's heart.|Suki|Earth|None|The Warriors of Kyoshi|Water
It's not about strength. Our technique is about using your opponents' force against them|Suki|Earth|None|The Warriors of Kyoshi|Water
Nice try, Avatar! But these little girls can't save you.|Zuko|Fire|Fire|The Warriors of Kyoshi|Water
I am a warrior. But I'm a girl, too.|Suki|Earth|None|The Warriors of Kyoshi|Water
I know it's hard, but you did the right thing. Zuko would have destroyed the whole place if we had stayed.|Katara|Water|Water|The Warriors of Kyoshi|Water
Great, Aang. Maybe instead of saving the world, you can go into the jewelry-making business.|Sokka|Water|None|The Fortuneteller|Water
You mean, all of you or just your neck? I mean, because they both look great!|Aang|Air|All|The Fortuneteller|Water
Smoochie, smoochie, someone's in love!|Sokka|Water|None|The Fortuneteller|Water
Stop teasing him, Sokka. Aang's just a good friend. A sweet, little guy! Just like Momo|Katara|Water|Water|The Fortuneteller|Water
Someone's being attacked by a platypus bear!|Aang|Air|All|The Fortuneteller|Water
Maybe we should go see Aunt Wu and learn our fortunes. It could be fun.|Katara|Water|Water|The Fortuneteller|Water
Oh, come on. Fortune telling is nonsense!|Sokka|Water|None|The Fortuneteller|Water
You can't really tell the future!|Sokka|Water|None|The Fortuneteller|Water
That rhymes with Meng! And you've got some pretty big ears, don't you?|Meng|Earth|None|The Fortuneteller|Water
Don't be modest! They're huge!|Sokka|Water|None|The Fortuneteller|Water
Try to keep an open mind, Sokka. There are things in this world that just can't be explained. Wouldn't it be nice to have some insight into your future?|Katara|Water|Water|The Fortuneteller|Water
It would be nice to have some bean curd puffs.|Sokka|Water|None|The Fortuneteller|Water
That's so romantic! I wonder if my true love will give me a rare flower.|Meng|Earth|None|The Fortuneteller|Water
Boring stuff I'm sure. Love, who she's going to marry, how many babies she's going to have.|Sokka|Water|None|The Fortuneteller|Water
Your palms are so smooth. Do you use moisturizer?|Wu|Earth|None|The Fortuneteller|Water
I feel a great romance for you. The man you are going to marry.|Wu|Earth|None|The Fortuneteller|Water
Your future is full of struggle and anguish. Most of it, self-inflicted|Wu|Earth|None|The Fortuneteller|Water
You will be involved in a great battle, an awesome conflict between the forces of good and evil. A battle whose outcome will determine the fate of the whole world!|Wu|Earth|None|The Fortuneteller|Water
You're just saying that because you're going to make yourself unhappy your whole life.|Katara|Water|Water|The Fortuneteller|Water
That woman is crazy! My life will calm and happy and joyful!|Sokka|Water|None|The Fortuneteller|Water
Since I got you here, uh, there's something I want to tell you. I like you, but more than normal.|Aang|Air|All|The Fortuneteller|Water
And then you will have your third great-grandchild before quietly passing away in your sleep.|Wu|Earth|None|The Fortuneteller|Water
I don't care what Aunt Wu told you! You have to take a bath sometime!|Sokka|Water|None|The Fortuneteller|Water
The number once mistake nice guys like you make: being too nice.|Sokka|Water|None|The Fortuneteller|Water
Flowers are fine once you're married, but at this early stage, it's critical that you maintain maximum aloofness.|Sokka|Water|None|The Fortuneteller|Water
But my heart is telling me to get this flower, and Aunt Wu said if I trusted in my heart, I will be with the one I love.|Aang|Air|All|The Fortuneteller|Water
That Water Tribe girl. I can see why you like her so much.|Meng|Earth|None|The Fortuneteller|Water
Just as you reshaped those clouds, you have the power to shape your own destiny.|Wu|Earth|None|The Fortuneteller|Water
Wait 'til you see it, Katara! The Southern Air Temple is one of the most beautiful places in the world!|Aang|Air|All|The Southern Air Temple|Water
Uggh! Sleep now. Temple later.|Sokka|Water|None|The Southern Air Temple|Water
Sokka! Wake up! There's a prickle snake in your sleeping bag!|Aang|Air|All|The Southern Air Temple|Water
Do you have any ginseng tea? It's my favorite.|Iroh|Fire|Fire|The Southern Air Temple|Water
Hey, stomach? Be quiet, all right? I'm trying to find us some food.|Sokka|Water|None|The Southern Air Temple|Water
We're home, buddy! We're home|Aang|Air|All|The Southern Air Temple|Water
If my father thinks the rest of the world will follow him willingly, then he is a fool!|Zuko|Fire|Fire|The Southern Air Temple|Water
I'm just a simple guy, with simple needs.|Sokka|Water|None|The Southern Air Temple|Water
Your aim has improved greatly, my young pupil.|Gyatso|Air|Air|The Southern Air Temple|Water
The key, Sokka, is airbending.|Aang|Air|All|The Southern Air Temple|Water
Statues? That's it? Where's the meat?|Sokka|Water|None|The Southern Air Temple|Water
You just couldn't get any weirder.|Sokka|Water|None|The Southern Air Temple|Water
I want to eat you!|Sokka|Water|None|The Southern Air Temple|Water
Once I deliver the Avatar to my father, he will welcome me home with honor, and restore my rightful place on the throne!|Zuko|Fire|Fire|The Southern Air Temple|Water
If your father really wanted you home, he would have let you return by now, Avatar or no Avatar. But in his eyes you are a failure and a disgrace to the Fire Nation.|Zhao|Fire|Fire|The Southern Air Temple|Water
An Agni Kai. At sunset.|Zuko|Fire|Fire|The Southern Air Temple|Water
Aang, I wasn't really going to eat the lemur, okay?|Sokka|Water|None|The Southern Air Temple|Water
Next time you get in my way, I promise, I won't hold back.|Zuko|Fire|Fire|The Southern Air Temple|Water
Even in exile, my nephew is more honorable than you.|Iroh|Fire|Fire|The Southern Air Temple|Water
Monk Gyatso and the other airbenders may be gone, but you still have a family. Sokka and I! We're your family now!|Katara|Water|Water|The Southern Air Temple|Water
